,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
485,可怜 一家子 ， 叫 父母 怎么 活 流泪,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
486,这么 好 的 一家人 老天 急 么 下 的 了 心 的 呀 捂脸,30,30_少_全家人_赞_一点,"['少', '全家人', '赞', '一点', '心', '急', '懂', '命运', '更', '悲惨', '快乐', '老天', '玫瑰', '捂脸', '视频', '家里', '世界', '痛苦', '乱跑', '命', '一个', '刷到', '哭', '死', '真的', '父母', '愿', '一家人', '心疼', '可怜']","['悲惨 ， 愿 你们 在 另 一个 世界 过 的 快乐 ， 玫瑰 捂脸', '不能 全家人 都 穿 红衣 ， 这 都 不 懂 捂脸', '这么 好 的 一家人 老天 急 么 下 的 了 心 的 呀 捂脸']",少 - 全家人 - 赞 - 一点 - 心 - 急 - 懂 - 命运 - 更 - 悲惨 - 快乐 - 老天 - 玫瑰 - 捂脸 - 视频 - 家里 - 世界 - 痛苦 - 乱跑 - 命 - 一个 - 刷到 - 哭 - 死 - 真的 - 父母 - 愿 - 一家人 - 心疼 - 可怜,0.9123610857313585,True
487,泪奔 感谢 无法 用 语言表达 。,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
488,心痛 流泪 流泪 流泪 流泪 流泪,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
489,感谢 感谢 感谢 这个 责任 谁 来 负 ？,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
490,哎真 可惜 啊 感谢 感谢 感谢 感谢 感谢 感谢 感谢 流泪 流泪,11,11_个个_绝望_人心_碎,"['个个', '绝望', '人心', '碎', '人世间', '离开', '办法', '惨', '口', '评论', '俩', '善良', '逝者', '多好', '安息', '视频', '活呀', '四口', '看着', '会', '一家', '天', '孩子', '一家人', '愿', '两家', '哭', '泪奔', '天堂', '可怜']","['多么 好 的 一家人 啊 就 这样 离开 了 人世间 愿 逝者 在 天堂 再 无 劫难 看到 这 视频 好 心疼 一路 走 好 安息 感谢 感谢 感谢 感谢 感谢 流泪 流泪 流泪 流泪', '看着 让 人心 都 碎 了 ， 感谢 感谢 感谢 感谢 流泪 流泪 流泪 流泪', '多好 的 一家 4 口 ， 看看 个个 都 是 善良 的 人 感谢 感谢 感谢 流泪 流泪 流泪']",个个 - 绝望 - 人心 - 碎 - 人世间 - 离开 - 办法 - 惨 - 口 - 评论 - 俩 - 善良 - 逝者 - 多好 - 安息 - 视频 - 活呀 - 四口 - 看着 - 会 - 一家 - 天 - 孩子 - 一家人 - 愿 - 两家 - 哭 - 泪奔 - 天堂 - 可怜,1.0,False
491,别放 了 ， 看到 泪崩 。,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
492,心痛 流泪 流泪 流泪 流泪 流泪 流泪,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
493,可怜 流泪 流泪 流泪 流泪 流泪,9,9_搭配_比心_不好_心碎,"['搭配', '比心', '不好', '心碎', '心酸', '人间', '悲剧', '家人', '清香', '哭', '可怜', '活', '看着', '心疼', '心痛', '四口', '三柱', '痛心', '流泪', '可惜', '', '', '', '', '', '', '', '', '', '']","['流泪 流泪 流泪 心碎', '心疼 比心 比心 比心', '四口 人 穿衣 搭配 不好 流泪 流泪']",搭配 - 比心 - 不好 - 心碎 - 心酸 - 人间 - 悲剧 - 家人 - 清香 - 哭 - 可怜 - 活 - 看着 - 心疼 - 心痛 - 四口 - 三柱 - 痛心 - 流泪 - 可惜 -  -  -  -  -  -  -  -  -  - ,0.2878025545505418,False
494,希望 有关 部门 追责 此事,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
495,中午 刷到 ， 上 香 三柱 ， 愿 你们 在 另 一个 世界 安好 ， 一路 走 好 流泪 流泪 流泪,111,111_请问_活好_游轮_飞机,"['请问', '活好', '游轮', '飞机', '一轮', '潜意识', '出事', '马航', '之星', '东方', '离去', '一车', '坐', '中', '同胞', '不知', '中午', '珍惜', '当下', '恐惧', '一个', '陌生人', '安好', '世界', '先', '刷到', '安息', '发怒', '香', '意外']","['明天 和 意外 不知 哪个 先 来 ， 活好 当下 ， 珍惜 每 一天 流泪 流泪', '一路 走 好 同胞 ， 天堂 安息 吧 流泪 流泪 流泪 流泪 流泪 流泪 流泪 多么 恐惧 的 离去 ， 请问 谁 给 他们 一家人 一个 交代 呢 发怒', '从 东方 之星 游轮 和 马航 出事 之后 ， 人们 都 在 潜意识 中 一家人 不 同时 坐 一车 一轮 一 飞机 ， 这 叫 双方 父母 怎么 活 流泪 流泪 流泪 流泪 流泪 流泪']",请问 - 活好 - 游轮 - 飞机 - 一轮 - 潜意识 - 出事 - 马航 - 之星 - 东方 - 离去 - 一车 - 坐 - 中 - 同胞 - 不知 - 中午 - 珍惜 - 当下 - 恐惧 - 一个 - 陌生人 - 安好 - 世界 - 先 - 刷到 - 安息 - 发怒 - 香 - 意外,1.0,False
496,唉 ，,16,16_注定_世事_无常_生,"['注定', '世事', '无常', '生', '死', '泣不成声', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['泣不成声 哎', '唉 。 。 世事 无常 ， 世事难料 。 。 。', '人 的 命天 注定 。 。 。 生 有时 。 。 死 有时 。 。']",注定 - 世事 - 无常 - 生 - 死 - 泣不成声 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,0.03499161590066665,False
497,清香 三柱 ， 多好 的 一家人 ， 实在 心痛 ，,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
498,捂脸 捂脸 捂脸,20,20_好惨_生死有命_平平安安_捂脸,"['好惨', '生死有命', '平平安安', '捂脸', '出', '赞', '啥子', '罪魁祸首', '富贵在天', '寒心', '一家子', '坐', '出门', '车', '老天爷', '事情', '说', '太惨', '清香', '看着', '三柱', '一家', '一家人', '可怜', '心痛', '心疼', '太', '可惜', '流泪', '']","['好惨 一家 捂脸 捂脸 捂脸', '唉 下 大雨 ， 要 出去 干嘛 呢 ？ 事情 也 出 ， 还 能 说 啥子 呢 。 捂脸 捂脸 捂脸 捂脸 捂脸', '生死有命 富贵在天 捂脸 捂脸 捂脸']",好惨 - 生死有命 - 平平安安 - 捂脸 - 出 - 赞 - 啥子 - 罪魁祸首 - 富贵在天 - 寒心 - 一家子 - 坐 - 出门 - 车 - 老天爷 - 事情 - 说 - 太惨 - 清香 - 看着 - 三柱 - 一家 - 一家人 - 可怜 - 心痛 - 心疼 - 太 - 可惜 - 流泪 - ,1.0,False
499,捂脸 捂脸 捂脸,20,20_好惨_生死有命_平平安安_捂脸,"['好惨', '生死有命', '平平安安', '捂脸', '出', '赞', '啥子', '罪魁祸首', '富贵在天', '寒心', '一家子', '坐', '出门', '车', '老天爷', '事情', '说', '太惨', '清香', '看着', '三柱', '一家', '一家人', '可怜', '心痛', '心疼', '太', '可惜', '流泪', '']","['好惨 一家 捂脸 捂脸 捂脸', '唉 下 大雨 ， 要 出去 干嘛 呢 ？ 事情 也 出 ， 还 能 说 啥子 呢 。 捂脸 捂脸 捂脸 捂脸 捂脸', '生死有命 富贵在天 捂脸 捂脸 捂脸']",好惨 - 生死有命 - 平平安安 - 捂脸 - 出 - 赞 - 啥子 - 罪魁祸首 - 富贵在天 - 寒心 - 一家子 - 坐 - 出门 - 车 - 老天爷 - 事情 - 说 - 太惨 - 清香 - 看着 - 三柱 - 一家 - 一家人 - 可怜 - 心痛 - 心疼 - 太 - 可惜 - 流泪 - ,0.3027925879461133,False
500,捂脸 捂脸 捂脸,20,20_好惨_生死有命_平平安安_捂脸,"['好惨', '生死有命', '平平安安', '捂脸', '出', '赞', '啥子', '罪魁祸首', '富贵在天', '寒心', '一家子', '坐', '出门', '车', '老天爷', '事情', '说', '太惨', '清香', '看着', '三柱', '一家', '一家人', '可怜', '心痛', '心疼', '太', '可惜', '流泪', '']","['好惨 一家 捂脸 捂脸 捂脸', '唉 下 大雨 ， 要 出去 干嘛 呢 ？ 事情 也 出 ， 还 能 说 啥子 呢 。 捂脸 捂脸 捂脸 捂脸 捂脸', '生死有命 富贵在天 捂脸 捂脸 捂脸']",好惨 - 生死有命 - 平平安安 - 捂脸 - 出 - 赞 - 啥子 - 罪魁祸首 - 富贵在天 - 寒心 - 一家子 - 坐 - 出门 - 车 - 老天爷 - 事情 - 说 - 太惨 - 清香 - 看着 - 三柱 - 一家 - 一家人 - 可怜 - 心痛 - 心疼 - 太 - 可惜 - 流泪 - ,0.36132385005785866,False
501,捂脸 捂脸 捂脸,20,20_好惨_生死有命_平平安安_捂脸,"['好惨', '生死有命', '平平安安', '捂脸', '出', '赞', '啥子', '罪魁祸首', '富贵在天', '寒心', '一家子', '坐', '出门', '车', '老天爷', '事情', '说', '太惨', '清香', '看着', '三柱', '一家', '一家人', '可怜', '心痛', '心疼', '太', '可惜', '流泪', '']","['好惨 一家 捂脸 捂脸 捂脸', '唉 下 大雨 ， 要 出去 干嘛 呢 ？ 事情 也 出 ， 还 能 说 啥子 呢 。 捂脸 捂脸 捂脸 捂脸 捂脸', '生死有命 富贵在天 捂脸 捂脸 捂脸']",好惨 - 生死有命 - 平平安安 - 捂脸 - 出 - 赞 - 啥子 - 罪魁祸首 - 富贵在天 - 寒心 - 一家子 - 坐 - 出门 - 车 - 老天爷 - 事情 - 说 - 太惨 - 清香 - 看着 - 三柱 - 一家 - 一家人 - 可怜 - 心痛 - 心疼 - 太 - 可惜 - 流泪 - ,0.5008198586951319,False
502,捂脸 捂脸 捂脸,20,20_好惨_生死有命_平平安安_捂脸,"['好惨', '生死有命', '平平安安', '捂脸', '出', '赞', '啥子', '罪魁祸首', '富贵在天', '寒心', '一家子', '坐', '出门', '车', '老天爷', '事情', '说', '太惨', '清香', '看着', '三柱', '一家', '一家人', '可怜', '心痛', '心疼', '太', '可惜', '流泪', '']","['好惨 一家 捂脸 捂脸 捂脸', '唉 下 大雨 ， 要 出去 干嘛 呢 ？ 事情 也 出 ， 还 能 说 啥子 呢 。 捂脸 捂脸 捂脸 捂脸 捂脸', '生死有命 富贵在天 捂脸 捂脸 捂脸']",好惨 - 生死有命 - 平平安安 - 捂脸 - 出 - 赞 - 啥子 - 罪魁祸首 - 富贵在天 - 寒心 - 一家子 - 坐 - 出门 - 车 - 老天爷 - 事情 - 说 - 太惨 - 清香 - 看着 - 三柱 - 一家 - 一家人 - 可怜 - 心痛 - 心疼 - 太 - 可惜 - 流泪 - ,0.7628831484398035,False
503,捂脸 捂脸 捂脸,20,20_好惨_生死有命_平平安安_捂脸,"['好惨', '生死有命', '平平安安', '捂脸', '出', '赞', '啥子', '罪魁祸首', '富贵在天', '寒心', '一家子', '坐', '出门', '车', '老天爷', '事情', '说', '太惨', '清香', '看着', '三柱', '一家', '一家人', '可怜', '心痛', '心疼', '太', '可惜', '流泪', '']","['好惨 一家 捂脸 捂脸 捂脸', '唉 下 大雨 ， 要 出去 干嘛 呢 ？ 事情 也 出 ， 还 能 说 啥子 呢 。 捂脸 捂脸 捂脸 捂脸 捂脸', '生死有命 富贵在天 捂脸 捂脸 捂脸']",好惨 - 生死有命 - 平平安安 - 捂脸 - 出 - 赞 - 啥子 - 罪魁祸首 - 富贵在天 - 寒心 - 一家子 - 坐 - 出门 - 车 - 老天爷 - 事情 - 说 - 太惨 - 清香 - 看着 - 三柱 - 一家 - 一家人 - 可怜 - 心痛 - 心疼 - 太 - 可惜 - 流泪 - ,0.3153131340538463,False
504,捂脸 捂脸 捂脸,20,20_好惨_生死有命_平平安安_捂脸,"['好惨', '生死有命', '平平安安', '捂脸', '出', '赞', '啥子', '罪魁祸首', '富贵在天', '寒心', '一家子', '坐', '出门', '车', '老天爷', '事情', '说', '太惨', '清香', '看着', '三柱', '一家', '一家人', '可怜', '心痛', '心疼', '太', '可惜', '流泪', '']","['好惨 一家 捂脸 捂脸 捂脸', '唉 下 大雨 ， 要 出去 干嘛 呢 ？ 事情 也 出 ， 还 能 说 啥子 呢 。 捂脸 捂脸 捂脸 捂脸 捂脸', '生死有命 富贵在天 捂脸 捂脸 捂脸']",好惨 - 生死有命 - 平平安安 - 捂脸 - 出 - 赞 - 啥子 - 罪魁祸首 - 富贵在天 - 寒心 - 一家子 - 坐 - 出门 - 车 - 老天爷 - 事情 - 说 - 太惨 - 清香 - 看着 - 三柱 - 一家 - 一家人 - 可怜 - 心痛 - 心疼 - 太 - 可惜 - 流泪 - ,1.0,False
